Student ID,Grade
5963785785,92.1526431673
5065198641,91.761997487
5636465892,71.3751540706
1773986131,88.0621856927
5256318153,77.5301062506
8443786085,85.2493262984
8904558988,70.3449783274
6527059204,56.2016198239
1939856255,21.8294075818
7351338323,23.4666571883
7898776944,87.9701541457
3116087315,26.4913039565
9799213254,90.1384666788
1662362763,40.3873203184
2062516095,69.2558755124
7180233835,35.5048023153
4232197987,20.2685687069
7834061258,21.9001655335
3035972530,88.4202248913
3330577868,83.0591012952
1396398187,95.9324681462
4927717283,27.0046686811
2674573625,21.9721616011
3876541000,96.6505693584
8029702255,53.2760670506
1936276759,38.9198718355
1971603948,56.4824950022
5034796255,63.127765739
1246203540,80.8555937278
7788191808,28.6414003572
3440160218,21.3582642554
1766120335,66.5059897796
2493491929,33.6812613646
2476253654,53.4212761742
9173413160,45.1580658124
5422541500,56.0912608849
1698565523,81.9914316184
2364121521,82.4464369321
5163224639,94.3801801556
5597983346,77.4977792678
6188271869,39.4677972663
2051977618,43.9811577607
8725309869,51.1712424236
2330439892,84.503461097
9332155152,64.2708771768
6762366717,92.6221106795
9850783200,70.2030517932
3428364304,82.9633392888
3859692005,23.5002869708
7747759208,82.6381950045
9610251870,46.5021390579
5022346942,94.1147964894
6714581723,44.1443732673
6308750821,39.25140934
7579900422,81.5003881237
8543950643,62.4852914335
8332127854,76.0881459914
5082555551,59.8484083039
8123260534,75.078517181
9374866183,55.787092433
5610803354,63.5345204191
6279458302,96.7406824902
8167975963,77.5268514311
8032312106,67.8411823716
3251900669,31.200148656
3980147916,95.1800691507
1007909079,62.2105892609
2730461186,86.8645768844
2742126552,72.4098434157
6158871142,97.529990469
7019573553,54.7550407804
5286117608,92.5994320406
2104418911,24.9775492882
7599194701,60.4219969546
8256507527,95.5778857545
4106236686,70.1075476411
5973857813,79.0752837578
4651354059,36.8925793671
7759350654,20.3666159111
7512643465,30.9512880643
2729941581,97.6891900343
9025481218,55.1132173161
3781970957,20.5816891519
9441673857,21.3976260244
6390131715,27.7400375132
3014359330,64.4295822976
6001142449,91.2431500603
1892275326,54.0959857611
1449462243,94.0733855921
4551688747,76.5851780066
7752460400,78.5589173656
4907749289,41.9080071412
2893759168,67.1566271824
6815341790,40.3147093224
4789691758,78.8284657905
5539521118,49.997960198
1065577922,43.0731133199
6634708655,82.1757412336
7833630629,52.9511335631
7690059231,95.4969102799
9486989542,55.344673519
6463924182,23.4877732888
3482422320,90.631141163
9189578882,33.465383187
4530200996,20.9392342006
6799007448,77.2645147334
9207853853,35.5596831533
5430563448,37.8642244713
5913250826,83.2534438332
7808279101,98.3379969046
9860461871,29.3759959465
7431424454,26.6828054042
1544918743,75.7187376984
6902330475,81.7314052606
1356040400,96.5598694083
2948754655,69.8496269424
7570975464,85.7730496576
9838974063,57.6125745734
7603004172,60.2801394788
1204227901,71.4513307299
2541369263,69.2170151453
8411368666,44.1784349623
5241624255,24.4455500334
4784350731,22.2033476959
9216500830,50.4509209873
4853992680,88.2310405829
9008542014,36.6096058023
6441274740,51.2238859622
4626269127,80.9405615679
9416905872,95.8845242939
6112558044,20.4670620358
9331468921,26.3454060986
7835947837,28.591392802
4765842282,61.0760811669
5577737478,61.8006422612
5343455830,61.6717153912
5329551488,48.0372879988
1340638926,71.3322894799
4565600051,39.4711812249
7839511355,26.8225723656
3448938721,63.3301515954
9769680809,95.1978022918
4691017668,24.228240683
1333179982,62.7728442231
5518162445,61.4680411275
9439882599,63.9572711544
6863529965,62.4823246397
4573714657,61.7872398695
5558054378,71.6731576045
9366464781,28.9398983
4305969376,46.7277180505
9093776176,51.2765444091
3065614367,85.1905939865
5845887170,87.8658250623
3317622582,80.3698802513
4283814676,91.3939487152
7037187188,70.8525284996
2606934632,63.9120703961
5457885836,60.2648775134
6457844131,86.5790949789
7438566544,22.66824628
7581339352,83.1489649246
8522296552,55.3730649973
6020409210,28.0934928723
9553493217,37.2588252427
2391316312,56.3969990463
3591066383,82.349043875
3564090791,84.8628285318
6528405366,65.1131290512
6499277902,60.7370798016
2653678003,58.5722634193
4409823720,59.5786348915
7394996654,82.6356594719
3619495555,92.388757539
6855918958,87.8846971926
3175844318,88.3311371544
6381557251,96.4131403486
5980435511,61.8549370487
5183656100,38.4694918189
8505540683,52.9233917338
1790895738,24.1872407747
8410909210,76.1466990593
7457181532,48.0026802106
5958864112,74.9933473989
5129211633,83.8144339931
8774728860,86.3165128506
5442265870,68.129429983
6362351701,53.9607828751
9777595660,63.83101764
7168843871,34.4651498136
3231706434,59.2825130373
5933219245,65.51835066
7214977478,55.6750655305
7650763647,23.4948748918
6268682761,73.6246373853
9607238746,35.2573055179
5412627047,27.9497966814
9156233871,40.2082064211
3867738915,76.7786034171
9139287715,86.984766943
3418332668,43.7021865364
9675573132,78.1789304038
2943062425,36.0453510513
5852458776,25.0140468985
3703208795,79.6928574469
3561819038,85.9650120321
6865651034,23.7716376925
3263726185,44.7943036275
5794981069,68.6664800838
9243985663,30.7480624802
8283628317,51.7427007317
8527256053,96.4461388753
3936524325,56.5932491394
4681104377,47.7420379591
7177437046,84.1892253812
3910694756,67.548278747
8346112556,98.9393550597
3438852473,26.0489803906
4955053972,33.5422606017
2538132618,29.8273097898
2787282236,75.4353893261
3533498929,78.9116715259
8658824211,97.1970923176
4226256382,85.2090201919
7158089727,58.8179232502
3512718115,90.9904357039
2230918277,36.069027438
3364378464,72.9584074972
9294166731,96.4353235066
1289084412,34.5847380319
7628988268,44.2932908565
8386755406,98.5277767978
8831922510,53.6121797712
2581809676,96.707421506
1919457485,38.0573977159
9752768775,97.1203192214
3964232091,36.8854187916
3378438100,73.6150254829
2289774412,33.0074813387
9901525015,40.5952604874
2003721583,77.1795571763
9851680941,53.9575739218
1028342612,71.7264419763
4588847504,46.8483243616
2199211824,94.1657397743
5324635180,41.4820006137
9222862817,90.7714169713
2304167650,47.1085978142
1002549689,95.4802688392
5633984278,62.7463030598
7037093615,80.5948615577
4519610242,21.8180732573
9181032013,28.0142321576
2316879200,73.6230737516
1447876835,83.0028267373
5680682918,56.0992596764
7032572177,50.5385859671
3959348626,91.0868239937
9229348507,32.6615409352
3550429175,29.6641179314
4924737219,88.2770530635
7119309120,27.6171346273
2721306627,34.2079739605
3254645144,89.5356090367
7248925490,57.1461270487
6409060984,97.4910811023
9162759553,49.7757885694
3682951465,93.9919254869
2357979378,20.1388164175
5814344182,58.1052061307
7477194289,50.0539876382
6578533028,92.7304695529
6555542925,49.1707550782
8179859001,48.2898463554
9984295137,89.6069245706
3893235285,47.3204945892
8175701851,51.4833370351
7140996023,93.6132358607
2332460677,46.8616556878
1671664322,27.1371898197
9896353769,48.7204179522
1974615669,43.1835826692
8353287241,83.9208010487
5477789047,70.2397829269
5099091133,21.6584368759
3211322958,48.4312827098
1492188634,41.5082648713
8485122255,82.226407382
6964340418,66.9052081793
2731175099,37.7255792547
7402285405,33.7569790746
6589644371,88.3456732446
9640994563,32.9444064134
3731185934,32.8554619194
5725930390,97.0672003766
1489204403,67.3804000651
1258778120,35.268642859
1919335618,34.5936003165
4048713010,30.2963374092
2698107357,75.1690759767
2088223410,53.0411740144
6124527809,67.2604777902
9677594051,78.2147116846
2620291747,80.8991514845
9005656365,91.3214729052
9576892763,48.7698260654
3427907019,44.054741522
7132399358,49.6245892384
9065615113,32.0028692401
5466945315,23.3693076614
5882029858,92.1403686579
1833515784,99.2121475059
8050601937,70.6702274973
4157818780,51.5345810157
1690959594,76.0536866647
6404345852,94.8446251249
4510421203,97.5618238109
4855151712,26.640376496
9278207035,79.539783475
9221138472,31.9255648189
1260530165,21.5742511152
5658989003,59.487374185
4822989949,65.4143622773
3483796508,25.7689626787
2477985777,20.0151971131
3983652858,54.9770548599
7507365563,20.9759238772
7778107174,82.9130220194
2804527787,63.5800617923
9478977034,50.1579915308
7497987439,54.1158598959
7289078116,44.3603875526
8823423178,20.71072684
6367166661,49.9524294146
4521878801,45.7229747081
5767789959,95.8774303668
8982452594,44.5796818153
9940817082,72.179925678
7918475728,65.5459653456
4928364607,89.0216751649
3885590536,94.1860865087
9041123034,34.4251649275
7234707673,54.5801050692
2139541029,71.2860131154
1934459464,31.0650122515
7163624576,71.208638255
3661028634,63.2238711083
1188403566,53.1919214831
1336730003,68.3165024839
2806735076,63.38449233
8995184564,36.4517024924
5571221484,36.2668838706
1598499172,88.0099881157
8361209606,80.2464802242
4743143384,79.5966688407
7419349183,36.1627882396
7373333482,60.9108737812
5956526122,68.8710226248
3914457097,44.2602238615
6536286856,38.3111979365
5793240523,29.8569801715
4450801617,54.317384341
4495488925,29.4402656297
7380995687,51.746839844
6441583676,94.5632702338
6409166825,27.5036846189
