Student ID,Grade
8370571824,91.081274519
3175277603,54.5571699772
3384137433,51.7161764556
5281522949,34.6909651027
1576301371,44.6541185126
1702433169,25.5985655699
1125323086,86.570133256
9929770931,83.3105021688
2782507806,88.2929906542
9398064273,92.1065877052
9433169251,23.1868140782
3619271347,36.5541099944
5403802822,21.3420159313
9157241233,88.1800807301
7879156204,90.4746548386
5199252026,59.8453105205
5651012734,99.7515596602
5814223008,65.3628695696
2393099838,89.3163148323
4970600311,74.4231549759
2198345430,85.5602190853
2361703280,98.2722857388
5472383202,50.9859421978
1867534508,38.1875052198
3873981335,29.4069394513
4518123190,75.9602866377
7884936072,69.886745326
1459033405,72.3425731754
3632022164,33.9053160169
8698943178,83.9155275312
2185463623,29.0164442456
6757945743,91.7265926719
2772100669,96.7990070649
8393449430,64.8510018804
5108851741,68.0281639316
4111610626,62.9078327403
7648420056,64.4116168219
5946496859,98.2094892617
2661158943,32.3583241562
3922685552,97.2862171988
4520605081,82.6548732099
3183780778,23.9535986716
6052314739,39.0812403836
4867672218,74.8651875377
6761213073,82.1818870236
1678038641,79.0024278979
8147979814,27.558128205
2955590437,76.6882783107
5342990515,73.7734319829
2099484663,51.5232552804
4127578247,82.6502704352
3462307586,53.6471990059
6713953918,47.3817876437
9156522082,31.2968483244
7318828082,21.6188086429
8254443551,46.9284837376
2227982831,66.1830468396
6909510516,78.8895693748
2180623509,29.7297457559
8698513608,89.0793815155
7929470393,33.6602086424
2844886269,60.1730733231
1207334902,92.45710069
7165764137,26.324501366
9900282589,75.9539548422
9850329701,80.913830898
9589130593,27.8001658101
3152038160,97.4726590535
1391803800,41.7859842007
1603073262,72.6740616963
9502047529,88.8365929074
2823489254,54.4848752474
7256617220,90.2343444244
5100953380,93.9402923341
6581829047,56.4382254458
9560184061,93.5075465005
2318739162,91.4456407236
7217954173,55.8479000927
7563813425,45.2768271497
5506980801,99.5327211139
6467886108,54.9069547315
8068532252,46.425482495
6280090920,40.646315683
2490727981,48.133651507
