Student ID,Grade
8665278545,99.34870639
9224415293,35.9331867403
4380999294,26.5712298459
4248875541,87.1902098958
3104091338,29.6194090717
5561203332,74.9011094738
8818744368,57.5072244019
4683103180,77.9797771505
7970757796,64.3241175334
3071507468,97.7885200082
2780485471,98.9486661502
9232250336,36.8511786383
7671733601,35.1641983655
9709624294,65.0181590281
5489483805,51.6632517728
7874617955,20.2222352956
8647732187,99.6546025655
5194898586,44.7057792281
2406735133,34.0267421591
4310388779,30.0035161257
3783569483,38.9940510202
1365473988,25.0224861447
9609106499,38.7110564108
8886427757,97.0689248089
7490882151,98.9562398912
4368456771,46.0717821109
1491206598,80.2636809303
9187835028,51.1366890965
1431114026,51.6708494657
5579237929,70.2106823478
1976964882,53.4545871138
4968998388,50.3112467994
5771022038,84.8725330952
7366789473,25.3103726618
6158038200,82.3442004687
7564131634,95.2813749069
3307249237,56.6013276856
4270744449,57.1272305276
4302753515,80.1419685551
1230966216,97.110252934
6113684566,55.550195324
4850698550,34.9080224984
3484868490,91.7088092579
1635433829,31.1525664395
1507698317,38.7914463421
9824454094,60.1530701231
4848361859,45.7521914585
7417498299,97.72280928
4174449914,42.3808303641
6849497528,26.6214184706
9370219754,73.5531486486
2156250356,31.8283053032
6757588709,43.4568241574
9362925683,79.6455340658
1948368827,97.0965171852
4383464959,60.4031227466
1616359815,69.6582789938
3779484718,35.4559406491
4587383959,99.5011224071
7206465862,33.0322288438
7351583412,79.0661832795
3815379634,75.7763935427
8315539510,46.7871149859
1675613065,35.9188189907
2767272721,72.5120015472
2215780269,54.9434196565
5131383233,77.7959822539
8542125447,64.0286325039
9903021995,30.5013747718
1617787923,86.7961846343
3869195002,85.4120615111
1189832700,98.1389958994
3318538865,45.1723850435
4116119116,30.1824150035
8978127121,80.561585978
5566209561,51.1114017939
2507206479,23.4411977235
3082886589,90.3381515752
1278919676,92.4124029104
3681858541,66.9585050324
7282574882,96.506701992
1789030327,94.5978223385
7475597489,54.9797811852
6879280619,35.1953428699
4891972870,49.6440521823
7888846401,36.4918214466
2633544032,43.1172513959
1345533589,27.6409918203
4662851657,52.3127797383
4862269796,91.151433022
1315149803,26.2344033312
7342334232,73.9757153027
9001461191,68.7561038225
5587437957,26.4285245841
6751708808,32.6748957471
9590603750,49.5184777465
4747631182,32.063477502
9335601659,39.8125232507
2063227103,24.8042400912
3054673282,73.7822488893
2986850411,94.284312308
4093441755,67.7085923576
1238565068,21.0478856198
5245788538,70.5607368606
5909284331,51.7891733635
6492038605,41.2667629971
2140238009,22.8056833329
4310890372,70.1218951411
2932133039,36.3255961659
3956130372,63.7442382713
2031734423,61.240342265
7007544766,27.2372528708
3632784263,89.9230469115
3321926638,28.3378299491
9627533318,33.4032444502
8069719919,63.3703618897
4115372890,51.153481243
5507368773,54.6730513603
5615016594,70.6401223222
1944456294,72.2011416245
3382074488,33.0042476176
4309638867,59.8474988926
7309433504,70.8922036007
7090047854,43.8283344406
6817080699,88.0226822198
7561977614,49.4960353008
2003388486,78.0016707309
8457715241,57.9523071547
2589404350,20.0699348347
6342378093,63.4510799839
5743042240,51.0904207092
2657268860,81.1132959564
1377733683,25.4343583645
1678758744,48.7645658956
7233806651,95.8635346071
1726380398,61.6160047882
7525973887,93.4387387921
1559617942,49.4745861827
2547021900,86.1002813752
3979130450,55.5010790462
2435641581,83.8181134498
5634509385,39.1034958955
5043055262,28.1437807939
9513272813,59.2845867233
2842384736,96.1728051221
7880862718,45.5913188873
3864946168,73.4275929296
4715314668,78.4174557287
9959503000,81.5429915562
6723156739,67.7792808715
1310077235,68.1423118707
3961223245,29.6753508179
5234920829,33.3354032321
7334914768,28.8150803932
8009726365,86.7956422013
5203489047,65.4119606332
5542905244,79.4423618935
6914677678,43.9964962214
8623703039,23.774243231
7168848661,26.8926054301
7149578692,78.3133813679
7896564098,74.1308773621
3284585488,26.0721172817
6330528533,71.7316238052
6837843906,53.2470423698
7411826619,92.3406600133
9214077797,94.1617283729
9583294299,72.7791756233
8076883409,54.6705930032
7051568830,28.1819151143
1727679367,98.288960549
8801515402,39.6105684471
3766347301,51.2987507704
1052282261,75.2098501875
4211182762,22.8794422359
3976595128,79.6052532483
6951398668,37.2561208486
7374694620,79.2570030542
3338970141,88.1419573782
6545838239,85.1109651486
5713652766,56.3548149893
8519128369,47.9982575223
7655929170,93.3846660993
6428337743,84.5813783445
9948462677,84.0370385201
8573058348,88.3337987365
1352112699,71.5023208424
6568378401,74.0278300284
6331366965,89.7934893376
6344197645,33.1497134962
2263665442,92.7056279365
3877703858,28.6675798881
9947116270,81.3355240461
4581785532,24.069579428
8430626893,90.9402171424
4633782533,94.760838402
8884026966,51.3963378675
8379105484,74.343636456
7430024802,72.6692879328
6577383333,79.0098595115
6989722494,96.2458274987
6813585665,29.9984203935
6832805495,71.8995421986
